Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
Mapping 2: Manipulating and editing geographic data with QGIS,2014-03-01,10:00:00 a.m.,2014-03-01,10:50 a.m.,False,"Speakers: Peter Aldhous - QGIS is a powerful tool for processing data for use by other mapping applications, including for web mapping. In this class you'll learn how to join tables of data to existing shapefiles, simplify geographic features so that online maps will render quickly, and how to save data in formats commonly used for web mapping. You'll also learn how to edit geographic data, and how to process data consisting of hundreds or thousands of points to give a more meaningful summary display.",Stadium 1,False
DocumentCloud,2014-03-01,10:00:00 a.m.,2014-03-01,10:50 a.m.,False,"Speakers: Ted Han, Mark Horvit - Want a free online tool that will allow you to analyze documents, make notes in them, share them with other journalists and the publish them for your audience? Learn how DocumentCloud can help you at this introductory sessions.",Stadium 4,False
Journalists - Staying safe in a digital world,2014-03-01,10:00:00 a.m.,2014-03-01,10:50 a.m.,False,"Speakers: Kelley Misata - Governments, criminal networks, and private companies are using technology to track journalists and their sources. This session will cover what communication networks and third party services know about you, how to protect your communications from various adversaries, and how to safely store data.",Chesapeake,False
How to uncover inequity and swindlers in subsidized housing programs near you,2014-03-01,10:00:00 a.m.,2014-03-01,10:50 a.m.,False,"Speakers: Angela Caputo, Tim Henderson - Public housing authorities are turning more and more to private landlords to house poor families. In return, these building owners collect billions in federal subsidies each year. We&rsquo;ll talk about how to match up payment, inspection and municipal data to investigate the state of this &ldquo;new&rdquo; public housing.",Salon DEF,False
It&#39;s not just for looks: Presentation as a storytelling tool,2014-03-01,11:00:00 a.m.,2014-03-01,11:50 a.m.,False,"Speakers: Alyson Hurt, Helene Sears, Chrys Wu, Aron Pilhofer - **Moderated by Chrys Wu, The New York Times",Grand Ballroom East,False
PostGIS &amp; CartoDB,2014-03-01,11:00:00 a.m.,2014-03-01,11:50 a.m.,False,"Speakers: Andrew Hill, Michael Keller - The first part of this session is good for reporters looking to learn how to turn raw data into customizable interactive maps.",Stadium 4,False
A picture of Earth through time: Storytelling with Google Earth Engine,2014-03-01,11:00:00 a.m.,2014-03-01,11:50 a.m.,False,"Speakers: Randy Sargent, Vanessa Schneider - Covering science stories, love building maps, or just want to see something really cool? Working with the USGS and NASA, Google released more than a quarter-century of images of Earth taken from space, compiled into an interactive timelapse map. News outlets around the world have been using this stunning imagery to localize stories about urban growth, deforestation and more. Here's a rundown of the session, for both developers and non-developers: First, we'll walk you through how we built our timelapse map, then demo how to easily embed it on your website. Next, we'll show you how to create custom tours with the imagery using a special editing tool we built for storytellers. Finally, we'll demo Earth Engine, Google's geo data analysis platform, the core technology used to compile the timelapse imagery. Developers in the room will have the opportunity to sign up to be Trusted Testers for Earth Engine's advanced geo data analysis tools.",Chesapeake,False
People and patterns: The network behind the story,2014-03-01,11:00:00 a.m.,2014-03-01,11:50 a.m.,False,Speakers: Valdis Krebs - Valdis will discuss various network analysis methods and insights that will help journalists extract relationships in complex human stories -- especially investigations where information is hidden or disguised. He will share how he mapped the 9-11 hijacker network and uses online data to find hidden relationships and networks that provide non-obvious insights.,Salon DEF,False
Go! Go! In the hot seat with breaking news,2014-03-01,11:00:00 a.m.,2014-03-01,11:50 a.m.,False,"Speakers: Jaimi Dowdell, Megan Luther - What do you do when a bridge collapses, a plane crashes, oil spills or a building explodes? In this session you'll walk through a real-life breaking news scenario tackling it as an investigator. We&rsquo;ll let you try it on your own then we&rsquo;ll walk you through some resources you might not have known existed. Beat your competition with these tips and sources.",Salon A,False
Excel magic: Advanced functions in Excel,2014-03-01,11:00:00 a.m.,2014-03-01,11:50 a.m.,False,"Speakers: MaryJo Webster - String functions, IF statements and other powerful tools for cleaning, rearranging and analyzing data that you'll wish you had learned earlier.",Stadium 1,False
Joining tables with SQL,2014-03-01,11:00:00 a.m.,2014-03-01,11:50 a.m.,False,"Speakers: Pamela Dempsey - Learn how to join tables, matching information from one file to another, using SQL in Microsoft Access.",Stadium 2,False
Examining prescribing patterns (Phil Meyer Award winner),2014-03-01,11:00:00 a.m.,2014-03-01,11:50 a.m.,False,"Speakers: Jennifer LaFleur, Charles Ornstein - This year promises two new, exciting opportunities for data journalists to report on doctors, the drugs they prescribe and their relationship with pharmaceutical companies. Medicare for the first time has started releasing data on the drugs prescribed by individual health care providers in its drug program, which pays for one in every four prescriptions in the country. And later this year, the government will release data on all payments by drug and device companies to doctors around the country. Exploring these two data sets separately, and together, present some incredible reporting opportunities.",Salon BC,False
Ruby 3: Simple web apps with Ruby,2014-03-01,11:00:00 a.m.,2014-03-01,11:50 a.m.,False,"Speakers: Jacqui Maher - This class includes an overview the two most popular frameworks for creating web applications with ruby: Ruby on Rails and Sinatra. After you've learned enough ruby to work with a set (or sets) of data and clean it up, how do you turn it into something your readers can interact with? We'll focus on using the simple Sinatra framework to build on what you've learned in ruby 1 &amp; 2.",Stadium 5,False
The fine art of negotiating for data,2014-03-01,11:00:00 a.m.,2014-03-01,11:50 a.m.,False,"Speakers: Ellen Gabler, Joanna Lin, Andrew Lehren - **Moderated by Ellen Gabler, Milwaukee Journal Sentinel",Grand Ballroom West,False
NewsCamp::Demystifying D3,2014-03-01,2:00:00 p.m.,2014-03-01,2:50 p.m.,False,"Speakers: Alastair Dant, Irene Ros, - Mesmerize your audience with elegant and intelligent data visualizations using D3. This JavaScript library takes some of the headache and limitations out of visualizations allowing you to bring data to life using HTML, SVG and CSS. We'll start by demystifying D3 with a look through some of the themes that inspired it. From there we'll look at and work through key concepts.",Grand Ballroom East,False
Regular expressions,2014-03-01,2:00:00 p.m.,2014-03-01,2:50 p.m.,False,"Speakers: Amanda Hickman - If you want to supercharge your data cleaning, come learn Regular Expressions. Regex comes pre-packaged in most text editors and is a valuable tool in manipulating data.",Salon A,False
OpenElections year-in-review,2014-03-01,2:00:00 p.m.,2014-03-01,2:50 p.m.,False,"Speakers: Sara Schnadt, Serdar Tumgoren, Derek Willis - The core team from the OpenElections Project will show their progress on the Knight-funded effort to gather and standardize election data from across the country. Learn what data is already available, how you can contribute, and share ideas on how the project can best help journalists prepare for the 2014 mid-term elections.",Chesapeake,False
Mini Boot Camp - Saturday,2014-03-01,2:00:00 p.m.,2014-03-01,4:50 p.m.,False,Kickstart your data skills with IRE's original mini-boot camp. This series of hands-on classes will introduce you to spreadsheets and databases with IRE's proven techniques.,See printed schedule for room information,False
Inside the global offshore money maze,2014-03-01,2:00:00 p.m.,2014-03-01,2:50 p.m.,False,"Speakers: David Donald, Mar Cabra, Margot Williams, Sebastian Mondial - The International Consortium of Investigative Journalists ""Secrecy For Sale: Inside The Global Offshore Money Maze"" is one of the largest and most complex cross-border investigative projects in journalism history. More than 110 journalists in about 60 countries analyzed a 260 GB leaked hard drive to expose the systematic use of tax havens. Learn how this multinational team mined 2.5 million files and cracked open the impenetrable offshore world by creating a web app that revealed the ownership behind more than 100,000 anonymous ""shell companies"" in 10 offshore jurisdictions.",Grand Ballroom West,False
Advanced GitHubbing and Git Internals,2014-03-01,2:00:00 p.m.,2014-03-01,2:50 p.m.,False,"Speakers: Ben Balter, Jordan McCullough - Many Git workshops successfully focus on the basics for those new to DVCS. However, with Git having a full 5 years on the street now, there is a growing desire to address the maturing users of this innovative DVCS. This workshop will take existing Git users and bring them to a heightened level of productivity by leveraging Git&rsquo;s powerful, yet underused &ldquo;advanced&rdquo; features.",Stadium 5,False
Unlocking secrets of Excel to cover economics and business,2014-03-01,2:00:00 p.m.,2014-03-01,2:50 p.m.,False,"Speakers: Aaron Kessler - Whether you just started using Excel or it's been your companion for years, chances are there's a lot it can do you've never realized. We sometimes think of Excel as the stepping stone to database managers like Access or SQL Server, and overlook just how powerful its tools can be. Especially if you're covering business and economics, come find out why Excel is still so popular in the business world and we'll unlock some of its secrets. The people you're covering know these tricks - you should too.",Stadium 4,False
Getting started with Python,2014-03-01,2:00:00 p.m.,2014-03-01,2:50 p.m.,False,"Speakers: Anthony DeBarros - New to Python (or programming in general)? We'll get you started with an overview of the basics, plus plenty of code examples you can put to use right away.",Stadium 3,False
&quot;Mind the Gap&quot; --- Holes in your data can lead you to stories,2014-03-01,2:00:00 p.m.,2014-03-01,2:50 p.m.,False,"Speakers: Thomas Hargrove, Jennifer LaFleur - Missing data doesn't mean you can't do the story -- it might be the basis for your story. From unreported arsons to unidentified bodies, panelists will discuss story examples and techniques for finding holes and anomalies that may lead you to great stories.",Salon DEF,False
Inspecting the inspectors: Using inspection data to drive your stories,2014-03-01,2:00:00 p.m.,2014-03-01,2:50 p.m.,False,"Speakers: Michael Pell, Joce Sterman - Inspecting the inspectors: Using inspection data to drive your stories From nuclear power plants to day care facilities, digging into inspection data can lead you to powerful stories. We&rsquo;ll show you how to use inspections to cover breaking news, develop short term investigative stories and long-term projects for multiple platforms.",Salon BC,False
Data deep dives (part 1),2014-03-01,3:00:00 p.m.,2014-03-01,3:50 p.m.,False,"Speakers: Ellen Gabler, John Maines, Paul Overberg, Mark Horvit - **Moderated by Mark Horvit, IRE/NICAR",Salon DEF,False
You won&#39;t believe what static site generators can do for news apps,2014-03-01,3:00:00 p.m.,2014-03-01,3:50 p.m.,False,"Speakers: Jeremy Bowers, David Eads, Tyler Fisher - This session will cover two static site generators that have been developed particularly for news: the Chicago Tribune's Tarbell and NPR Visuals' app template. We'll go over how to bootstrap a project on each and the benefits that each generator provides.",Chesapeake,False
CAR wash: Clean that dirty data,2014-03-01,3:00:00 p.m.,2014-03-01,3:50 p.m.,False,"Speakers: Alex Richards - Dirty data lurk everywhere: in text files, spreadsheets, databases, and PDFs. We'll walk you through some examples of the most common types of dirty data, point out telltale signs of data illness and explain how you can whip data into shape using some simple tools and methods.",Salon A,False
Python: Beyond the basics I,2014-03-01,3:00:00 p.m.,2014-03-01,3:50 p.m.,False,"Speakers: Serdar Tumgoren, Jeremy Bowers - Are you comfortable with basic data wrangling in Python, but struggling to craft larger programs? This back-to-back session will demonstrate how you can use more advanced features of the Python language -- such as modules, packages and classes -- to tame code complexity and write larger programs with confidence. A solid grasp of Python basics is required, and we recommend bringing your own laptop with your preferred coding environment already installed.",Stadium 3,False
Beyond the basics: Advanced SQL for analysis,2014-03-01,3:00:00 p.m.,2014-03-01,3:50 p.m.,False,"Speakers: James Gordon, Liz Lucas - If you feel comfortable with the Structured Query Language basics that IRE teaches in its boot camps -- SELECT, FROM, WHERE, GROUP BY -- but are ready to see what else SQL can do, this session is for you. We will cover more advanced ways of manipulating and questioning data, such as UPDATE queries, different types of joins, writing sub-queries, merging results from two queries, and other neat tricks. Some of this SQL is too advanced for Microsoft Access, so we will use MySQL in the class.",Stadium 4,False
Open data: Practical tips and current issues,2014-03-01,3:00:00 p.m.,2014-03-01,3:50 p.m.,False,"Speakers: Denise Malan, Waldo Jaquith, Julia Keseru - Hear about the latest open data efforts in the United States and internationally, and participate in a discussion about the biggest obstacles, needs and potential solutions toward making more data open and available for all.",Grand Ballroom West,False
Crossing the language boundaries across your newsroom: journo to dev and back,2014-03-01,3:00:00 p.m.,2014-03-01,3:50 p.m.,False,"Speakers: Sarah Cohen, Noah Veltman, Erika Owens - Join us for a roundtable discussion on how reporters and developers can work together effectively. We'll talk about things like how reporters and developers can think more like each other, how interactive projects come together (or fall apart), and strategies for reporters trying to learn to code.",Grand Ballroom East,False
Getting data into Excel,2014-03-01,3:00:00 p.m.,2014-03-01,3:50 p.m.,False,"Speakers: Jeffrey Kelly Lowenstein - Don't let hard-to-use data ruin your day. Learn how to import a variety of formats (such as text files, HTML tables, PDFs) into Excel.",Stadium 5,False
It&#39;s not on the exam: Exploring data beyond standardized tests on the education beat,2014-03-01,3:00:00 p.m.,2014-03-01,3:50 p.m.,False,"Speakers: Coulter Jones, Meredith Broussard - A lot happens in and around schools that isn't on those bubble tests. From buildings and books to food and everything else in between, schools are teeming with underutilized data. We'll look at different sources for stories and new ways to dive in to data on education beat.",Salon BC,False
Cross-platform collaboration for data projects,2014-03-01,4:00:00 p.m.,2014-03-01,4:50 p.m.,False,"Speakers: Lorie Hearn, Josh Kleinbaum, John Walton, Pamela Dempsey - **Moderated by Pam Dempsey, Midwest Center for Investigative Reporting",Salon BC,False
Digging online for global data,2014-03-01,4:00:00 p.m.,2014-03-01,4:50 p.m.,False,"Speakers: Ricardo Brom, Jeffrey Kelly Lowenstein, Jonathan Stoneman - Looking for data in another country and not sure where to start? This session's for you! We will look at ways of getting to know where the stuff you want is hidden, often in plain sight. And we will have a case study of an investigation from Argentina.",Grand Ballroom East,False
Lyra: Custom visualization design without programming,2014-03-01,4:00:00 p.m.,2014-03-01,4:50 p.m.,False,"Speakers: Arvind Satyanarayan - Lyra is an interactive environment that enables custom visualization design without writing any code. Visualizations are built by composing graphical ""marks"" such as rectangles, arcs, lines, and text. These marks can be bound to data fields using property drop zones; dynamically positioned using connectors; and directly moved, rotated, and resized using handles. Lyra also provides a data pipeline interface for iterative visual specification of data transformations and layout algorithms. Lyra is more expressive than interactive systems like Tableau, allowing designers to create custom visualizations comparable to hand-coded visualizations created using D3 or Processing. These visualizations can then be easily published and reused on the Web.",Stadium 5,False
Data deep dives (part 2),2014-03-01,4:00:00 p.m.,2014-03-01,4:50 p.m.,False,"Speakers: Ryan McNeill, Ted Mellnik, Jodi Upton, Jaeah Lee - **Moderated by Jodi Upton, USA TODAY",Salon DEF,False
The latest from Sunlight,2014-03-01,4:00:00 p.m.,2014-03-01,4:50 p.m.,False,"Speakers: Bill Allison - Developers and journalists from the Sunlight Foundation offer an in-depth look at tools like Scout, which allows users to track subjects across an array of federal legislative and regulatory information; Ad Hawk, a Shazam-like app for political ads; and RealTimeFEC, which parses campaign finance data on the fly. Learn how they were built and how to use them.",Chesapeake,False
Python: Beyond the basics II,2014-03-01,4:00:00 p.m.,2014-03-01,4:50 p.m.,False,"Speakers: Jeremy Bowers, Serdar Tumgoren - **Please note: This is a continuation of Python: Beyond the basics I.",Stadium 3,False
Make dirty data shine with OpenRefine (repeat),2014-03-01,4:00:00 p.m.,2014-03-01,4:50 p.m.,False,"Speakers: Roberto Rocha - Got a big data set that's full of dirty data? OpenRefine to the rescue! In a few easy steps, you'll have polished data in no time. And it's free. OpenRefine is more powerful than a spreadsheet, more interactive and visual than scripting, more provisional/exploratory/experimental/playful than a database. A hands-on workshop. No programming required.",Salon A,False
When to scrape: Tools and techniques,2014-03-01,4:00:00 p.m.,2014-03-01,4:50 p.m.,False,"Speakers: Nils Mulvad, Janet Roberts - Scraping data: Freeing the data you find on the web and making it work for you, your way. We'll talk about when you should scrape data from the web, different ways to do it and how scraping can help you repackage, analyze and offer up data automatically and in compelling ways.",Grand Ballroom West,False
Even more with R,2014-03-01,4:00:00 p.m.,2014-03-01,4:50 p.m.,False,"Speakers: Bill Alpert - We'll subject my story's data set to cruel and unusual statistical analyses to test the hypothesis that an Elon Musk-backed solar company over-indulged on government subsidies. We'll use R for different regression models, bootstraps and Bayesian analyses, as time permits.",Stadium 4,False
Static vs. Dynamic: It&#39;s time for the super-friendly cage match you&#39;ve been waiting for!,2014-03-01,5:30 p.m.,2014-03-01,6:30 p.m.,False,Jeff Larson and Scott Klein of ProPublica believe that defaulting to static architecture limits the scope of news applications and decreases the quality of their journalism. Jeremy Bowers and Chris Groskopf of NPR respectfully disagree. Join us for an audience-friendly debate that finally gets to the heart of this contentious issue.,Lobby bar,False
CAR Conference Sales (Sunday),2014-03-02,8:30 a.m.,2014-03-02,10:30 a.m.,False,"Stop by the IRE sales table and take a look at our merchandise. We will be selling books, the large selection of titles we carry will certainly include your interests. The winner of the IRE T-shirt contest will be displayed and on sale.&nbsp;",University Ballroom,False
Census I: Must-have data for every beat,2014-03-02,9:00:00 a.m.,2014-03-02,9:50 a.m.,False,"Speakers: Paul Overberg, Ronald Campbell, Mike Maciag - Census data spawns its own stories, but it's also the denominator on every beat. Learn the annual schedule and what kind of stories -- breaking and enterprise -- you can do with each release. Hear a reporter explain his own stories. We'll also do '20 in 20':Use 20 minutes to review at least 20 stories done by local journalists like you.",Grand Ballroom West,False
Advanced searching techniques,2014-03-02,9:00:00 a.m.,2014-03-02,9:50 a.m.,False,"Speakers: Acton Gorton - Learn to apply a systematic approach to finding specific information using the Google and Lexis-Nexis. The workshop will include an overview of key concepts and a walk-through of an audience volunteered search. The overview will cover basics of word stemming, word truncation, word proximity, wildcards, controlled vocabularies and free-text methodologies. The walk-through will demonstrate Google's ""Fuzzy"" search options, in addition to using Lexis-Nexis for newspaper and document retrieval.",Salon DEF,False
How to deal with millions of documents without losing your mind (and time),2014-03-02,9:00:00 a.m.,2014-03-02,9:50 a.m.,False,"Speakers: Sebastian Mondial - Let's steal the best practices from computer forensics and apply them to do better data journalism: Learn how to deal with thousands to millions of documents without loosing your mind (or the data) in them. Find out how to spot odd information, hidden file-types and other artifacts. Get an overview about the software and hardware you need for different tasks.",Chesapeake,False
Installation party,2014-03-02,9:00:00 a.m.,2014-03-02,10:50 a.m.,False,"Many conference sessions cover tools and applications that are open source and available to journalists for free. During this extended session we invite you to bring your laptop and we'll help you get set up with the tools you've heard about and are itching to try out. We will rely on volunteers to help out, so what you're able to &nbsp;install and how long it takes will depend on demand. Remember also that you must have administrative privileges on your machine; if you're blocked from these privileges, we won't be able to override that.",Salon A,False
Mini Boot Camp - Sunday,2014-03-02,9:00:00 a.m.,2014-03-02,11:50 a.m.,False,Kickstart your data skills with IRE's original mini-boot camp. This series of hands-on classes will introduce you to spreadsheets and databases with IRE's proven techniques.,See printed schedule for room information,False
Tools for Social Network Analysis investigations,2014-03-02,9:00:00 a.m.,2014-03-02,11:50 a.m.,False,"Speakers: Miranda Mulligan, Rich Gordon - Join the team from Northwestern U. Knight Lab for a practical, participatory session that will help you incorporate design thinking methodologies into building tools for social network analysis investigations. Plus, help design and develop ideas for new tools while learning more about the Lab's Untangled project. This workshop is designed for beginners and will introduce some intermediate terminology. All welcome: writers, researchers, editors, designers, developers, educators, etc.",Salon BC,False
Intro to Fusion Tables,2014-03-02,9:00:00 a.m.,2014-03-02,9:50 a.m.,False,"Speakers: Tim Henderson - Welcome to Google Fusion Tables. In this hands-on introduction to the free online tool you'll learn how to import and combine data, do simple analysis and easily turn that into an online map. We'll explore using Fusion Table as a toolbox for reporting and online storytelling.",Stadium 4,False
Where do you want to go: Career roundtable,2014-03-02,9:00:00 a.m.,2014-03-02,9:50 a.m.,False,"Speakers: Anthony DeBarros, Ellen Gabler, Sisi Wei, Megan Luther, Lea Thompson - **Moderated by Ellen Gabler, Milwaukee Journal Sentinel",Grand Ballroom East,False
Data cleaning in Excel,2014-03-02,10:00:00 a.m.,2014-03-02,10:50 a.m.,False,"Speakers: Liz Lucas - How often do we get tidy data that's ready for analysis? Pretty much never. Thankfully we've got time-honored strategies and Excel formulas to help clean that data up. We';ll cover things like IF statements, string functions and, most importantly, the ""data-cleaning state of mind.""",Stadium 4,False
Build your bot army,2014-03-02,10:00:00 a.m.,2014-03-02,10:50 a.m.,False,"Speakers: Joe Kokenge, Abraham Epton, Brian Abelson - What is a Twitterbot? How and why you should build one for your newsroom...or just for fun!",Salon DEF,False
Census II: Going beyond the basics,2014-03-02,10:00:00 a.m.,2014-03-02,10:50 a.m.,False,"Speakers: Paul Overberg, Ronald Campbell - Be prepared to say &ldquo;I didn&rsquo;t know you could do that&rdquo; as we explore more advanced census data and tools. Learn how microdata is the secret sauce that lets you create a custom recipe of census data. Tour the growing ecosystem of tools and data around the American Community Survey. And learn how to do some new tricks, like how to count adult children living with their parents in your town.",Grand Ballroom West,False
OpenElections hackathon,2014-03-02,10:00:00 a.m.,2014-03-02,6:00:00 p.m.,False,"The OpenElections team is organizing a hackathon. We&rsquo;re looking for coders as well as anyone interested in helping out, and spending the day with our team. Here&rsquo;s how you can be involved:",Chesapeake,False
"Web tools, tips and tricks for investigations",2014-03-02,10:00:00 a.m.,2014-03-02,10:50 a.m.,False,"Speakers: Jaimi Dowdell, Mark Horvit - The web is teeming with useful tools and applications to help you do your job faster and better. In this session we'll show you how to harness this power to boost your journalism and set you apart from the pack.",Grand Ballroom East,False
What&#39;s the deal with data science?,2014-03-02,11:00:00 a.m.,2014-03-02,11:50 a.m.,False,"Speakers: Chase Davis, Mark Hansen - Data science is a term that escapes easy definition. Its part data cleaning and analysis, not unlike computer-assisted reporting. But depending who you ask, it can also include statistics, data visualization, machine learning, natural language processing and other skills you don't typically find in the newsroom. This panel will talk about how stealing a page from data science can help solve new and interesting problems in journalism.",Grand Ballroom East,False
Census III: Mapping and presentation,2014-03-02,11:00:00 a.m.,2014-03-02,11:50 a.m.,False,"Speakers: John Keefe, Chris Amico - Learn how to find the Census data you need and then visualize it -- quickly for you and your colleagues and then more beautifully for publication.",Grand Ballroom West,False
A tour of IRE and NICAR (Make the most of your membership),2014-03-02,11:00:00 a.m.,2014-03-02,11:50 a.m.,False,"Don't let your IRE membership go to waste! Come to this informal session to see all the ways IRE and NICAR can help you. We'll discuss resources, training and special member benefits.",Stadium 4,False
Feel like you&#39;re hacking without really doing it,2014-03-02,11:00:00 a.m.,2014-03-02,11:50 a.m.,False,"Speakers: Samantha Sunne - We're going to hijack some tools for web developers (Firebug, JavaScript console, etc.) and use them for journalism. Trace the origin of a photograph, download a video, scrape a table, uncover personal information and more, all within a couple of minutes and without having to learn any code first.",Salon DEF,False
